"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
84,"1","2024-10-04T10:47:51.139790Z",82,"http://localhost:8081/GB.418200.A-006.png","[{""x"":18.059999999999967,""y"":13.16999999999999,""width"":70.47664370629128,""height"":50.62999999999989,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",10.483,"2024-10-04T10:47:51.139823Z"
85,"1","2024-10-04T10:48:00.795608Z",83,"http://localhost:8081/GB.420810.A-007.png","[{""x"":18.98,""y"":10.92,""width"":58.95,""height"":73.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",9.249,"2024-10-04T10:48:00.795633Z"
86,"1","2024-10-04T10:48:20.474564Z",84,"http://localhost:8081/GB.420810.A-008.png","[{""x"":35.21,""y"":22.01,""width"":44.89,""height"":59.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":22.05,""y"":59.86000000000003,""width"":15.888528868808441,""height"":18.130000000000003,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",19.251,"2024-10-04T10:48:20.474609Z"
87,"1","2024-10-04T10:48:49.720917Z",85,"http://localhost:8081/GB.420810.A-009.png","[{""x"":18.519999999999943,""y"":42.499999999999844,""width"":69.06290231643206,""height"":30.589999999999897,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.81,""y"":4.73,""width"":56.52,""height"":24.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":60.7999999999999,""y"":27.717229687501128,""width"":17.479999999999972,""height"":8.572770312498866,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",28.799,"2024-10-04T10:48:49.720951Z"
88,"1","2024-10-24T15:34:06.797476Z",86,"http://localhost:8081/GB.420810.A-010.png","[{""x"":17.279999999999983,""y"":16.243207547169806,""width"":68.05999999999993,""height"":61.176792452830085,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",26.714,"2024-10-24T15:34:06.797503Z"
89,"1","2024-10-24T15:34:26.215244Z",87,"http://localhost:8081/GB.420810.A-011.png","[{""x"":22.8,""y"":16.93,""width"":61.19,""height"":36.49,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":25.08,""y"":51.14,""width"":56.06,""height"":37.31,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",18.986,"2024-10-24T15:34:26.215264Z"
90,"1","2024-10-24T15:34:53.729560Z",88,"http://localhost:8081/GB.420810.A-012.png","[{""x"":25.189999999999973,""y"":38.08,""width"":55.85999999999998,""height"":35.27841059505335,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.73,""y"":5.02,""width"":37.11,""height"":29.48,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":19.48,""y"":4.45,""width"":34.41,""height"":31.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",27.138,"2024-10-24T15:34:53.729584Z"
91,"1","2024-10-24T15:35:13.852625Z",89,"http://localhost:8081/GB.420810.A-013.png","[{""x"":51.62,""y"":40.96,""width"":25.93,""height"":19.95,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":18.29,""y"":18.99,""width"":30.25,""height"":16.99,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":18.44,""y"":42.7,""width"":29.63,""height"":14.97,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":49.38,""y"":20.7,""width"":28.32,""height"":15.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.72,""y"":62.51,""width"":28.4,""height"":13.23,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",19.721,"2024-10-24T15:35:13.852654Z"
92,"1","2024-10-24T15:35:41.960141Z",90,"http://localhost:8081/GB.422361.A-005.png","[{""x"":20.84,""y"":14.27,""width"":59.74,""height"":34.62,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":20.81,""y"":53.34,""width"":60.27,""height"":30.65,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",27.719,"2024-10-24T15:35:41.960156Z"
93,"1","2024-10-24T15:36:06.862768Z",91,"http://localhost:8081/GB.422361.A-006.png","[{""x"":23.19,""y"":61.94,""width"":61.65,""height"":19.04,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":37.35,""y"":37.06,""width"":33.64,""height"":21.35,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.47,""y"":19.78,""width"":24.31,""height"":15.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",24.492,"2024-10-24T15:36:06.862784Z"
94,"1","2024-10-24T15:36:56.192961Z",92,"http://localhost:8081/GB.422361.A-007.png","[{""x"":25.93,""y"":34.12,""width"":28.24,""height"":27.65,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":57.56,""y"":34.35,""width"":25.58,""height"":27.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":63.69999999999987,""y"":3.2758885677068807,""width"":16.169999999999973,""height"":27.96411143229305,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":44.05999999999989,""y"":9.356789238289416,""width"":17.31999999999995,""height"":15.286421523421131,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":30.17,""y"":11.43,""width"":12.81,""height"":11.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",48.952,"2024-10-24T15:36:56.192984Z"
95,"1","2024-10-24T15:37:19.097882Z",93,"http://localhost:8081/GB.422988.A-003.png","[{""x"":23.22,""y"":16.04,""width"":51.56,""height"":30.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":51.6,""y"":43.68,""width"":22.88,""height"":22.8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":59.1,""y"":66.59,""width"":13.72,""height"":9.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":43.35,""y"":61.5,""width"":13.64,""height"":7.88,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",22.501,"2024-10-24T15:37:19.097908Z"
96,"1","2024-10-24T15:37:27.152651Z",94,"http://localhost:8081/GB.425576.A-003.png","[{""x"":44.21,""y"":32.23,""width"":16.96,""height"":26.54,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",7.66,"2024-10-24T15:37:27.152686Z"
97,"1","2024-10-24T15:37:38.358633Z",95,"http://localhost:8081/GB.426870.A-007.png","[{""x"":17.13,""y"":46.61,""width"":56.79,""height"":30.87,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":15.82,""y"":16.13,""width"":58.1,""height"":28.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",10.822,"2024-10-24T15:37:38.358652Z"
98,"1","2024-10-24T15:39:00.798722Z",96,"http://localhost:8081/GB.428025.A-003.png","[{""x"":26.49999999999998,""y"":12.059999999999969,""width"":40.881758676915936,""height"":47.158948787061995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.04932356774966,""y"":45.40804803869914,""width"":30.89344447832615,""height"":36.66743619615994,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",82.028,"2024-10-24T15:39:00.798740Z"
99,"1","2024-10-24T15:39:22.890366Z",97,"http://localhost:8081/GB.428854.A-004.png","[{""x"":26.39,""y"":11.76,""width"":65.36,""height"":70.84,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",21.682,"2024-10-24T15:39:22.890398Z"
100,"1","2024-10-24T15:39:46.960218Z",98,"http://localhost:8081/GB.428854.A-005.png","[{""x"":41.09,""y"":16.82,""width"":38.58,""height"":69.27,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",23.694,"2024-10-24T15:39:46.960246Z"
101,"1","2024-10-24T15:40:22.755924Z",99,"http://localhost:8081/GB.428854.A-006.png","[{""x"":18.57999999999999,""y"":31.494123989218327,""width"":66.14999999999999,""height"":38.2258760107817,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":20.39,""y"":6.22,""width"":63.81,""height"":20.18,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",35.378,"2024-10-24T15:40:22.755950Z"
102,"1","2024-10-24T15:40:50.722707Z",100,"http://localhost:8081/GB.433141.A-005.png","[{""x"":21.49,""y"":31.78,""width"":51.31,""height"":30.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.28,""y"":14.17,""width"":35.3,""height"":18.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":17.36,""y"":62.09,""width"":28.16,""height"":20.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.11,""y"":64.79,""width"":26.31,""height"":14.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":17.09,""y"":14.34,""width"":21.45,""height"":17.27,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",27.528,"2024-10-24T15:40:50.722753Z"
103,"1","2024-10-24T15:41:29.312564Z",101,"http://localhost:8081/GB.442723.A-004.png","[{""x"":20.91,""y"":43.3,""width"":55.48,""height"":42.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":20.99,""y"":15.36,""width"":55.4,""height"":30.82,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",21.615,"2024-10-24T15:41:29.312592Z"
104,"1","2024-10-24T15:41:44.242767Z",102,"http://localhost:8081/GB.442723.A-005.png","[{""x"":22.16,""y"":28.12,""width"":54.17,""height"":45.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",14.528,"2024-10-24T15:41:44.242789Z"
105,"1","2024-10-24T15:42:05.333635Z",103,"http://localhost:8081/GB.442723.A-006.png","[{""x"":34.21,""y"":5.03,""width"":35.79,""height"":24.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2713,""original_height"":3596},{""x"":47.22,""y"":35.21,""width"":33.28,""height"":24.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2713,""original_height"":3596},{""x"":24.44,""y"":35.26,""width"":25.29,""height"":24.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2713,""original_height"":3596}]",20.678,"2024-10-24T15:42:05.333658Z"
106,"1","2024-10-24T15:42:20.278907Z",104,"http://localhost:8081/GB.450245.A-003.png","[{""x"":27.37,""y"":10.84,""width"":46.89,""height"":33.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":35.66,""y"":48.72,""width"":35.05,""height"":28.88,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",14.554,"2024-10-24T15:42:20.278928Z"
107,"1","2024-10-24T15:42:36.307235Z",105,"http://localhost:8081/GB.451111.A-005.png","[{""x"":42.820000000000014,""y"":49.28999999999996,""width"":52.25036338225018,""height"":30.32999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":42.97999999999998,""y"":12.569999999999974,""width"":52.090363382250196,""height"":29.47999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",15.598,"2024-10-24T15:42:36.307261Z"
108,"1","2024-10-24T15:43:01.720672Z",106,"http://localhost:8081/GB.451111.A-006.png","[{""x"":7.232034874047454,""y"":16.359999999999996,""width"":52.37796512595251,""height"":31.009999999999984,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.232034874047454,""y"":52.989999999999974,""width"":51.67796512595251,""height"":31.009999999999984,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",24.946,"2024-10-24T15:43:01.720729Z"
109,"1","2024-10-24T15:43:07.741888Z",107,"http://localhost:8081/GB.451111.A-007.png","[{""x"":25.04,""y"":13.88,""width"":25.96,""height"":37.31,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":54.55,""y"":14.11,""width"":26.08,""height"":37.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",5.615,"2024-10-24T15:43:07.741906Z"
110,"1","2024-10-24T15:43:21.192596Z",108,"http://localhost:8081/GB.451111.A-008.png","[{""x"":47.15000000000005,""y"":49.13999999999996,""width"":47.890363382250115,""height"":36.519999999999975,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":38.189999999999976,""y"":12.879999999999994,""width"":56.69796512595254,""height"":30.129999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",13.059,"2024-10-24T15:43:21.192612Z"
111,"1","2024-10-24T15:43:42.262511Z",109,"http://localhost:8081/GB.451111.A-009.png","[{""x"":7.232034874047452,""y"":51.02999999999999,""width"":43.037965125952546,""height"":36.69,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.232034874047455,""y"":15.73999999999999,""width"":42.347965125952555,""height"":29.24999999999997,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",20.665,"2024-10-24T15:43:42.262542Z"
112,"1","2024-10-24T15:43:53.254941Z",110,"http://localhost:8081/GB.451111.A-010.png","[{""x"":53.2,""y"":17.899999999999995,""width"":30.089593025190513,""height"":31.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.38,""y"":18.47,""width"":24.38,""height"":35.09,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",10.566,"2024-10-24T15:43:53.254960Z"
113,"1","2024-10-24T15:44:02.030298Z",111,"http://localhost:8081/GB.451111.A-011.png","[{""x"":16.36,""y"":11.37,""width"":57.78,""height"":64.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",8.382,"2024-10-24T15:44:02.030322Z"
114,"1","2024-10-24T15:44:07.935480Z",112,"http://localhost:8081/GB.457253.A-004.png","[{""x"":21.84,""y"":12.6,""width"":46.45,""height"":65.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",5.491,"2024-10-24T15:44:07.935498Z"
115,"1","2024-10-24T15:44:12.836746Z",113,"http://localhost:8081/GB.457253.A-005.png","[{""x"":30.4,""y"":15.91,""width"":46.1,""height"":64.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",4.481,"2024-10-24T15:44:12.836772Z"
116,"1","2024-10-24T15:44:19.455358Z",114,"http://localhost:8081/GB.457253.A-006.png","[{""x"":21.76,""y"":39.88,""width"":52.7,""height"":20.84,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.3,""y"":6.5,""width"":52.01,""height"":20.98,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",6.238,"2024-10-24T15:44:19.455392Z"
117,"1","2024-10-24T15:44:58.082857Z",115,"http://localhost:8081/GB.458271.A-005.png","[{""x"":61.19,""y"":38.26,""width"":18.6,""height"":20.5,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.61,""y"":36.2,""width"":14.93,""height"":22.01,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":42.67,""y"":40.05,""width"":12.46,""height"":18.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.94,""y"":18.93,""width"":13.81,""height"":12.26,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":22.84,""y"":3.96,""width"":14.24,""height"":11.69,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":38.81,""y"":3.96,""width"":13.93,""height"":11.66,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":22.84,""y"":18.96,""width"":14.35,""height"":9.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.9,""y"":6.01,""width"":13.81,""height"":9.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":38.97,""y"":18.93,""width"":13.85,""height"":9.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":68.75,""y"":18.9,""width"":12.08,""height"":9.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",38.197,"2024-10-24T15:44:58.082874Z"
118,"1","2024-10-24T15:45:20.836791Z",116,"http://localhost:8081/GB.458743.A-003.png","[{""x"":21.75,""y"":47.65,""width"":34.45,""height"":31.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":22.16,""y"":14.19,""width"":30.46,""height"":32.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":52.58,""y"":16.44,""width"":19.64,""height"":21.53,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":51.41,""y"":42.87,""width"":22.8,""height"":14.1,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",22.216,"2024-10-24T15:45:20.836812Z"
119,"1","2024-10-24T15:45:44.806410Z",117,"http://localhost:8081/GB.460150.A-006.png","[{""x"":22.42,""y"":46.27,""width"":59.99,""height"":38.23,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.3,""y"":12.8,""width"":59.8,""height"":35.89,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",23.561,"2024-10-24T15:45:44.806433Z"
120,"1","2024-10-24T15:46:48.474198Z",118,"http://localhost:8081/GB.460150.A-007.png","[{""x"":38.88999999999996,""y"":48.859999999999985,""width"":39.23999999999998,""height"":13.302021563342336,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":25.958953445808774,""y"":24.6052291105121,""width"":58.79168613357285,""height"":16.7,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.05,""y"":62.09,""width"":24.61,""height"":16.56,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",63.255,"2024-10-24T15:46:48.474225Z"
121,"1","2024-10-24T15:47:27.010276Z",119,"http://localhost:8081/GB.460150.A-008.png","[{""x"":53.16,""y"":35.21,""width"":30.48,""height"":26.6,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.31,""y"":34.41,""width"":28.94,""height"":26.97,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.829999999999494,""y"":3.6566460676869528,""width"":14.929999999999822,""height"":26.53970497398787,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.47,""y"":6.27,""width"":10.88,""height"":17.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":64.2,""y"":11.49,""width"":13.62,""height"":11.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",38.106,"2024-10-24T15:47:27.010298Z"
122,"1","2024-10-24T15:47:48.802243Z",120,"http://localhost:8081/GB.469815.A-007.png","[{""x"":27.28,""y"":11.03,""width"":57.91,""height"":40.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.97,""y"":55.62,""width"":28.55,""height"":15.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":27.93,""y"":73.29,""width"":23.61,""height"":10.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",21.309,"2024-10-24T15:47:48.802261Z"
123,"1","2024-10-24T15:48:09.802434Z",121,"http://localhost:8081/GB.469815.A-008.png","[{""x"":29.01,""y"":15.14,""width"":55.29,""height"":54.33,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.28,""y"":73.6,""width"":31.87,""height"":12.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",20.571,"2024-10-24T15:48:09.802455Z"
124,"1","2024-10-24T15:48:35.580231Z",122,"http://localhost:8081/GB.469815.A-009.png","[{""x"":25.58,""y"":3.93,""width"":44.1,""height"":24.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":25.54,""y"":34.49,""width"":33.06,""height"":25.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":61.5,""y"":47.58,""width"":12.96,""height"":12.77,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":72.92,""y"":8.67,""width"":9.88,""height"":14.37,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":74.7299999999997,""y"":49.28999999999989,""width"":9.944784627464852,""height"":10.519999999999957,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",25.365,"2024-10-24T15:48:35.580258Z"
125,"1","2024-10-24T15:49:48.674496Z",123,"http://localhost:8081/GB.471557.A-004.png","[{""x"":25.827558151143,""y"":20.0365229110512,""width"":17.364476722904342,""height"":14.523746630727766,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":25.597558151143048,""y"":43.38999999999998,""width"":17.697281954011505,""height"":17.839999999999975,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":57.25,""y"":49,""width"":21.1,""height"":11.26,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":38.89,""y"":67.22,""width"":20.29,""height"":10.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":58.41,""y"":19.93,""width"":12.11,""height"":14.05,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",72.655,"2024-10-24T15:49:48.674512Z"
126,"1","2024-10-24T15:50:02.750648Z",124,"http://localhost:8081/GB.473403.A-004.png","[{""x"":32.37000000000001,""y"":8.579999999999991,""width"":60.620363382250154,""height"":52.78999999999997,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",13.656,"2024-10-24T15:50:02.750669Z"
127,"1","2024-10-24T15:50:22.264522Z",125,"http://localhost:8081/GB.473403.A-005.png","[{""x"":38.27,""y"":13.63,""width"":33.41,""height"":40.54,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.87,""y"":55.87,""width"":40.86,""height"":31.21,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.232034874047452,""y"":13.97000000000001,""width"":21.507965125952534,""height"":52.11,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",19.107,"2024-10-24T15:50:22.264537Z"
128,"1","2024-10-24T15:50:31.360219Z",126,"http://localhost:8081/GB.473403.A-006.png","[{""x"":24.81,""y"":27.68,""width"":42.67,""height"":30.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.73,""y"":9.06,""width"":32.95,""height"":15.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":58.8,""y"":8.1,""width"":24.54,""height"":19.24,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",8.54,"2024-10-24T15:50:31.360245Z"
129,"1","2024-10-24T15:50:48.142930Z",127,"http://localhost:8081/GB.473403.A-007.png","[{""x"":19.369999999999997,""y"":8.688167115902964,""width"":52.38999999999998,""height"":30.051832884097017,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.39,""y"":55.33,""width"":45.14,""height"":23.35,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.91,""y"":37.54,""width"":36.23,""height"":17.33,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.368,"2024-10-24T15:50:48.142946Z"
130,"1","2024-10-24T15:51:03.859698Z",128,"http://localhost:8081/GB.477641.A-007.png","[{""x"":25.48,""y"":14.97,""width"":67.13,""height"":44.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",15.282,"2024-10-24T15:51:03.859724Z"
131,"1","2024-10-24T15:51:27.133969Z",129,"http://localhost:8081/GB.477641.A-008.png","[{""x"":30.05,""y"":44.87,""width"":49.69,""height"":40.51,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":6.761124293890126,""y"":19.899999999999967,""width"":38.41887570610959,""height"":40.854864583340905,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",22.863,"2024-10-24T15:51:27.133987Z"
132,"1","2024-10-24T15:51:34.901462Z",130,"http://localhost:8081/GB.477641.A-009.png","[{""x"":29.21,""y"":5.36,""width"":54.78,""height"":55.07,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",7.377,"2024-10-24T15:51:34.901480Z"
133,"1","2024-10-24T15:51:54.199878Z",131,"http://localhost:8081/GB.477641.A-010.png","[{""x"":27.200000000000042,""y"":11.089999999999991,""width"":67.76036338225015,""height"":55.78999999999994,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":76.97000000000003,""y"":62.13999999999997,""width"":17.767965125952493,""height"":18.35999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",18.855,"2024-10-24T15:51:54.199907Z"
134,"1","2024-10-24T15:52:18.721587Z",132,"http://localhost:8081/GB.477641.A-011.png","[{""x"":8.07,""y"":50.8,""width"":68.34,""height"":35.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":6.599999999999999,""y"":12.890000000000004,""width"":43.641173212850624,""height"":47.16999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",24.078,"2024-10-24T15:52:18.721611Z"
